side,source_file,source_index,job_title,occupation_name,ability,canonical_competency,coding_status,merge_rationale,evidence
demand,,303,研发高级主管,海洋工程技术人员,船舶海工规范与建造工艺能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,熟悉船海建造规范、规则；掌握船海工程建造工艺及生产流程；能独立进行技术规格书谈判
demand,,303,研发高级主管,海洋工程技术人员,船舶海工科研课题实施能力,科研实验创新实践能力,confirmed,船舶相关科研实验实践上收到创新实践模块,能独立完成科研课题的立项、实施和验收
demand,,305,船厂质检员,船舶制造人员,船舶船体/轮机/电气质量检验能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,从事船舶产品的质量检验，熟悉船级社的规范、通晓船体/轮机/电气施工流程和施工工艺；负责编制检验表，实施造船过程中的质量检验
demand,,305,船厂质检员,船舶制造人员,船舶建造现场质量协调与问题处理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责处理生产中出现的质量问题及船检、船东在船舶建造过程中有关质量、规范、施工工艺等沟通工作
demand,,307,涂装主管（中山厂）,船舶制造人员,船舶涂装生产计划与现场管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,编制生产计划，检查生产工作，确保生产任务的完成；对钢船、铝合金船建造过程中的进度、施工质量、安全、成本控制等负责
demand,,307,涂装主管（中山厂）,船舶制造人员,船舶涂装工艺与质量控制能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,熟悉钢船、铝合金船涂装工艺；负责整个产品生产流程的监督，做好生产与工艺、质量控制部门的沟通与协调；获得nace证书
demand,,266,物流销售经理,道路和水上运输工程技术人员,港口物流销售能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,开发及维护华南铁路、水运市场，尤其是广州各港口；统筹涉铁路、水运业务行业大客户的开发和维护，粮食散改集、粮食集装箱物流业务。
demand,,266,物流销售经理,道路和水上运输工程技术人员,大宗行业客户开发能力,工程管理经济质量能力,confirmed,工程管理、经济、市场和质量合规合并,独立开发大宗行业客户（内贸方向），包括粮食、矿石、有色金属、化工等行业。
demand,,266,物流销售经理,道路和水上运输工程技术人员,物流解决方案研发能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,有研发和推广行业物流解决方案的能力。
demand,,267,船长,船舶指挥和引航人员,游艇驾驶与船舶操纵能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,持有游艇驾驶证，具备驾驶60尺以上动力艇和帆船经验；熟知不同船型的构造以及机器特点，具备驾驶市场上大部分船型的能力。
demand,,267,船长,船舶指挥和引航人员,游艇维护保养能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,对于船艇的维护保养有丰富的经验，能够对船艇出现的故障进行初步的检查维修。
demand,,267,船长,船舶指挥和引航人员,船舶安全管理能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,能够应对游艇静态、动态情况下可能出现的事故及紧急状况；严格按标准载客，对乘船人员安全负责。
demand,,267,船长,船舶指挥和引航人员,船员管理与培训能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,做好船员及船服的工作安排；每月给船员进行定期培训，教授相关船艇维护保养知识。
demand,,264,海洋测绘工程师,测绘和地理信息工程技术人员,水下检测与勘察工程能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,完成水下检测和勘察等工程项目的方案设计；参与海上外业工程施工；根据外业采集数据做好内业处理报告和图纸编写。
demand,,264,海洋测绘工程师,测绘和地理信息工程技术人员,海洋仪器操作与应用能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,熟悉海洋仪器产品线的性能和使用方法，如多波束、浅剖、侧扫、磁力仪、测深仪、GPS、流速仪、图像声纳和水下机器人等。
demand,,264,海洋测绘工程师,测绘和地理信息工程技术人员,海洋测绘项目组织实施能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,有海洋地形地貌地层勘察，海底电缆检测及水下工程结构测绘工作经验，熟悉技术实操和项目流程；能组织小团队实施项目。
demand,,269,租船业务开拓,水产技术人员,国际海运租船业务能力,团队沟通国际化能力,confirmed,船舶相关沟通、英语和团队协作上收到通用沟通模块,熟悉船舶营运的操作流程和行业惯例，熟悉海运相关的法律法规；熟悉租船揽货业务谈判、合同条款、合同执行及操作协调处理。
demand,,269,租船业务开拓,水产技术人员,干散货市场开拓能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,熟悉国内干/散货租船市场，有一定船东资源；具有3年及以上件杂散货相关业务的工作经验。
demand,,269,租船业务开拓,水产技术人员,国际海运客户管理能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,新客户开拓、客户关系维护、完成销售目标任务；能够适应短期国内外出差。
demand,,270,采购主管,船舶制造人员,船舶行业采购管理能力,船舶市场商务与供应链能力,confirmed,对象为船舶产品、市场、采购和供应链,实施采购及采购管理：根据采购招投标流程，编制招标立项书、实施采购招投标立项；后采购管理：跟踪并考核供应商的合同履约进展；供应商管理。
demand,,270,采购主管,船舶制造人员,船舶设备采购策划能力,船舶市场商务与供应链能力,confirmed,对象为船舶产品、市场、采购和供应链,前采购策划：根据采购物资的紧急程度、采购金额、物资类型、技术要求、市场信息、市场地位等信息，策划、制定采购策略和采购方案。
demand,,270,采购主管,船舶制造人员,船舶项目物资管理能力,船舶市场商务与供应链能力,confirmed,对象为船舶产品、市场、采购和供应链,委派至项目担任物资采购主管，以项目为管理单位，代表部门与项目部及横向部门沟通、协调；负责项目采购的计划、预算、成本及供应商履约管理。
demand,,275,海上一体化分析工程师(J10410),海洋工程技术人员,海上风电一体化载荷计算能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,海上风电新产品研发项目海上一体化迭代设计，完成机组研发及优化设计；中标项目特定场址下一体化迭代设计。
demand,,275,海上一体化分析工程师(J10410),海洋工程技术人员,海上风电支撑结构优化设计能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,积极配合各设计院迭代完成支撑结构定制化优化设计；海上创新式漂浮式风机及未来创新型风机一体化分析设计。
demand,,275,海上一体化分析工程师(J10410),海洋工程技术人员,海上风电项目载荷分析能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,海上风电新产品研发项目认证中载荷计算和优化，获得认证证书；协助市场和运维等部门解决现场和机组载荷相关的问题。
demand,,272,机务主管,道路和水上运输工程技术人员,船舶机务管理能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,制定船舶营运成本方案，编制审核船舶维护、机务费用预算和实际成本的运营情况；负责同公司聘用的船舶管理公司沟通和解决船舶运行维护相关事宜。
demand,,272,机务主管,道路和水上运输工程技术人员,船舶维护系统与设备管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,熟悉PMS船舶维护系统，审核船舶检修方案；审核船舶物料和设备需求计划；负责船舶的设备安全，指导船舶设备故障处理、船舶维保、ISM运行、加油、船舶物料、备件管理等。
demand,,272,机务主管,道路和水上运输工程技术人员,船舶坞修管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,审核船舶紧急和常规进坞的修理范围和时机，审核（或指定）坞修相关报价和预算，全程跟踪坞修情况，整理坞修、航修报告。
demand,,272,机务主管,道路和水上运输工程技术人员,船舶安全管理体系运行能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,监督船舶安全管理体系的运行，并逐步建立优化公司自有的安全管理体系；监督船舶设备相关证书有效性，定期访船；负责轮机部船员面试、培训、考核。
demand,,273,仪表专业工程师,海洋工程技术人员,海洋工程仪表专业设计能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,负责仪表专业海上油气田新建、改扩建项目的可行性研究、基本设计及详细设计等工作，包括控制系统设计，仪表阀门选型计算，火气探测设备规划布置等。
demand,,273,仪表专业工程师,海洋工程技术人员,海洋工程仪表技术文件编制能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,负责制定仪表专业设计方案、完成相关计算分析、编制图纸文件和专题报告等各类技术文件。
demand,,273,仪表专业工程师,海洋工程技术人员,海洋工程采办与技术支持能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,参与采办评标、澄清、厂家资料审查、设备工厂验收和现场验收；参与设施现场调研、厂家技术交流与调研，提供现场施工、系统及设备调试等技术支持。
demand,,276,海上风电土木技术员,海洋工程技术人员,海上风电施工技术管理能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,"负责海上风电项目施工技术管理; 根据项目要求,结合海洋环境以及施工资源,参与审核海上风电基础、海上机组安装、海上升压站、陆上集控中心及海缆施工等施工方案。"
demand,,276,海上风电土木技术员,海洋工程技术人员,海上风电项目管理能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,配合完成海上风电工程项目的安全、质量、工期、成本及现场文明施工等日常管理工作; 具有较强的沟通协调及团队协助能力，能够独立开展工作。
demand,,322,工程测量工程师,测绘和地理信息工程技术人员,水运工程设计能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,作为专业技术负责人主持过水运行业中型及以上设计项目3项，其中大型项目至少1项，至少包含港口工程、航道工程、通航建筑工程、修造船厂水工工程4种类型中的2类。
demand,,324,进口操作,海洋服务人员,进口船舶货运操作能力,港航物流与航运业务能力,confirmed,船舶代理、货运、配载和进出港业务归入港航物流,负责陆运拖车调度、监管以及考核；负责沟通客户落实装送货计划、联系车队工厂安排送装货；进口船舶卸船资料预报码头、无纸化数据处理、客户签收单收集整理等。
demand,,325,航线管理,道路和水上运输工程技术人员,航运物流航线管理能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,接受客户相关业务咨询及提供全程物流运输操作服务；落实船舶舱位、协调驳船集港；统计接舱情况，并提出接舱建议；完成航次计费及协助客户处理保险理赔事宜。
demand,,327,服务工程师（船舶出差调试）PLC,船舶制造人员,船舶设备调试检验能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责为项目提供出厂检验FAT；负责产品安装、调试、客户交流、培训、交付方面的工作；配合船厂完成试航任务；负责公司交付项目的登轮维保工作；负责与船东、船厂方技术沟通支持与问题的解决。
demand,,331,自动化网络工程师,道路和水上运输工程技术人员,港口远控设备网络运维能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责分管远控设备网络环境的日常维修保养计划及实施；负责分管区域的网络环境的技术规范和维修规程的推行和执行监督；有港口设备维修经验优先。
demand,,330,循环水工程师,海洋工程技术人员,工厂化循环水系统设计能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,负责水处理工艺与工程，方案设计，绘制相关设计图纸；根据养殖技术人员提供的试验数据，对工厂化循环水系统的相关设备进行提升改进；不断总结和优化循环水工艺。
demand,,335,高级机械工程师（拖揽机）,海洋工程技术人员,海工拖缆机设计开发能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,负责拖缆机、常规产品和新产品的设计开发和改进；负责海工拖缆机市场的售前支持，提供前端技术支持；组织项目组开展产品研发设计方面的创新工作。
demand,,346,检验员,船舶制造人员,船舶轴舵系质量检验能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责轴舵系的质量检验工作，应熟知轴舵系业务，掌握相关的规范规则。
demand,,309,质量部经理（国际事业部）,船舶制造人员,船舶质量管理体系建立与运维能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,协助经理组织建立、修订、实施和保持公司质量体系的正常运行；负责公司内部三级报检工作以及各项船舶试验工作；负责各项外检项目，代表公司向验船机构与船东提交外检报告及送审
demand,,309,质量部经理（国际事业部）,船舶制造人员,船舶建造全过程质量监督与检验能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责计量器具的报检、台账管理；负责原材料的来料检验；负责生产过程中的质量监督与检验；负责周质量报告及对质量事故调查、分析和处理
demand,,309,质量部经理（国际事业部）,船舶制造人员,船舶建造工艺文件编订与组织实施能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责船舶建造工艺文件的编订并有效组织实施
demand,,313,操作调度,水产技术人员,船舶运输调度与运行动态管理能力,港航物流与航运业务能力,confirmed,船舶代理、货运、配载和进出港业务归入港航物流,根据运输计划和要求，合理安排船舶计划；全面掌握船舶运行动态，对运行及停泊的船舶及时跟踪与协调，接收并依据客户委托书内容，合理制定并下达各项运输指令
demand,,313,操作调度,水产技术人员,船舶航行风险预警与规避能力,船舶运营安全管理能力,confirmed,对象为船舶运营、安全与船员服务,了解船舶航行安全和各航行区域的气候，航道及主管部门通告等情况，向船舶发出预警通知，及时规避航行风险
demand,,315,船体主管,船舶制造人员,船舶上建建造现场施工管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,"负责所管区域的现场施工,督查施工队的安全、质量、进度、成本及5S等工作；负责上建及总组区域生产任务的安排、组织与协调工作"
demand,,315,船体主管,船舶制造人员,船舶建造生产计划编制与执行能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,配合完成车间周/月度计划的编制，并组织实施完成；日计划的落实与反馈，以及未完项目的整改落实工作
demand,,315,船体主管,船舶制造人员,船舶建造质量管理与协调能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,监督生产现场的施工质量情况，协调生产过程中出现的技术、质量等问题，对重点项目进行跟踪
demand,,314,机修钳工,船舶制造人员,船舶生产设备机械维修与保养能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责行车，液压机，空压机，切割机等生产设备的机械维修；负责设备的日常维护、检查和修理工作，确保设备正常运行；按照维修计划对设备进行定期保养
demand,,310,海上升压站结构工程师,海洋工程技术人员,海上升压站结构工程设计能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,正确运用各类规范，对海上升压站进行工程设计工作；对整个项目的结构进行分析、校核；标准图集，在合理范围内提出优化方案
demand,,310,海上升压站结构工程师,海洋工程技术人员,海洋工程结构有限元分析能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,熟练有限元分析；能够正确运用各种结构（特别是钢结构）的国际规范和国内规范进行各种结构物的设计计算
demand,,310,海上升压站结构工程师,海洋工程技术人员,海洋工程地基基础与水下结构设计能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,"熟悉土力学和地基基础工程, 能够完成各种结构物的地基基础设计, 水下结构基础设计和锚固结构设计"
demand,,316,电气主管,船舶制造人员,船舶电气设施安装维护与安全管理能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,负责船舶电气设施的安装、维护和升级，确保电气设施的安全和可靠性；监督电气施工的实施，对公司的电气安全进行定期检查和评估
demand,,316,电气主管,船舶制造人员,船舶电气报检报验能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,负责电气安装后进行报检报验
demand,,316,电气主管,船舶制造人员,船舶电气预算与成本控制能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,协助制定公司劳务队的电气预算，监控电气费用，并确保公司的电气预算合理
demand,,317,高级机修主管,船舶制造人员,船舶生产设备机械维修管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责公司内各种设备机械维修工作，全面协助科长管理工作；制定本部门的年、月、周工作计划及各车间周计划完成情况的总体考评；组织设备机械维修，控制设备维修成本
demand,,317,高级机修主管,船舶制造人员,设备维保计划编制与执行能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,按照设备保养计划组织人员对各个设备进行维护保养工作；编制、执行设备一、二级保养计划
demand,,317,高级机修主管,船舶制造人员,设备维修技术指导与培训能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,做好设备维修、安全操作的技术指导、培训
demand,,318,接头设计工程师,海洋工程技术人员,海管接头及附件设计分析能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,负责海管接头及附件（如限弯器、防弯器、阳极等）的设计、分析工作，主要包括编写设计报告、绘制相关图纸等工作
demand,,318,接头设计工程师,海洋工程技术人员,海管安装工艺设计与试验验证能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,负责海管接头及附件的安装工艺规程的设计和细化设计，指导、协助接头安装人员完成接头的首件装配及试验工作；跟踪原材料试验、FAT试验、原型试验进度、结果
demand,,318,接头设计工程师,海洋工程技术人员,海管系统产品研发与项目管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,参与/组织海管系统产品的新产品、新技术的研发、验证、认证等实施和项目管理工作
demand,,320,电气工程师,道路和水上运输工程技术人员,港口起重设备电气运维与改造能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责港口起重设备（如岸边集装箱起重机、轮胎式龙门吊起重机等）电气日常检查、运行维护、技术改造等相关工作
demand,,320,电气工程师,道路和水上运输工程技术人员,港口智能化设施升级能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,参与港口集装箱起重机远程控制技术的应用落地，港口智能化设施设备的升级改造等
demand,,320,电气工程师,道路和水上运输工程技术人员,港口设备技术台账管理与计划安排能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责设备运行过程中技术台账建立、日常运维计划安排等工作
demand,,321,海上运输管理岗(J11420),道路和水上运输工程技术人员,海上风电工程物流运输计划能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,根据海上项目设备交付需求，组织策划运输计划，包含设备集港运输、码头装船和海上运输、海上风电场卸货交接的整体工程物流运输
demand,,321,海上运输管理岗(J11420),道路和水上运输工程技术人员,海上运输执行管控与异常处理能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,管控并跟踪海上项目各运输节点的执行情况，实时跟进设备运输动态，及时处理异常问题，确保设备及时、安全的交付至客户
demand,,321,海上运输管理岗(J11420),道路和水上运输工程技术人员,船舶与码头调度管理能力,港航物流与航运业务能力,confirmed,船舶代理、货运、配载和进出港业务归入港航物流,根据海上项目的交付需求，提前做好船舶规划，码头泊位计划等，确保发运船舶的正常管理各运输环节设备交接人员，确保各环节货物及货物资料等妥善交接
demand,,344,风电工程师,海洋工程技术人员,海上风电运维管理能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,组织、参与编制海上风电运维项目的检修计划，审核并监督检修计划的实施，对其中存在的问题进行分析并提出治理措施
demand,,344,风电工程师,海洋工程技术人员,风机故障分析与技术支持能力,低频跨域专业综合能力,tentative,低频长尾按跨域专业综合归并,根据项目要求，负责风机安全运行管理、故障分析、电量损失分析、出力分析、缺陷管理工作，及时发现问题并给出解决措施
demand,,344,风电工程师,海洋工程技术人员,海上风电机组培训与验收能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,组织风电场机组检修人员开展风机技能相关培训及考试工作，提高风电场机组检修人员专业技能水平
demand,,347,项目总监/副总监,道路和水上运输工程技术人员,船舶修理与海工项目管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,本科及以上学历，具有船舶修理、改装和海工项目管理十年以上工作经验
demand,,349,水运专业监理工程师,道路和水上运输工程技术人员,水运工程监理能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,水运专业监理工程师岗位工作3年以上，持有交通部水运专业监理工程师证书
demand,,345,租船经纪人,船舶指挥和引航人员,国际散货船租船经纪能力,团队沟通国际化能力,confirmed,船舶相关沟通、英语和团队协作上收到通用沟通模块,独立或合作开展国内外散货船的租船经纪业务。负责商务谈判、合同拟定及项目推进等
demand,,345,租船经纪人,船舶指挥和引航人员,航运市场分析能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,跟踪航运市场行情变化，对航运市场具备一定分析能力，为推动业务发展提供相关决策建议
demand,,348,AI算法工程师,海洋工程技术人员,海洋气象AI算法研发能力,物理海洋气象分析能力,confirmed,物理海洋、气象和数值分析合并,侧重交叉学科领域算法延伸应用，配合团队在气象、海洋、环境、遥感等领域AI应用场景实现
demand,,351,结构生产设计工程师（海工）,船舶制造人员,海工模块结构生产设计能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,负责海工模块/液罐产品结构生产设计建模出图工作，负责结构现场技术问题的跟踪处理等
demand,,355,售后技术支持工程师（上市公司）,海洋工程技术人员,港口岸电设备安装调试能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责完成山东区域港口现场设备（如岸电电源、变频器等）的安装调试任务；负责进行现场设备的维护
demand,,350,运行岗（计量员）,道路和水上运输工程技术人员,港口计量系统运维管理能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责监控计量系统设备运行，对计量系统工艺流程、计量设备、阀门运行状态进行监督，并对进行日常维护
demand,,354,船舶毕业生,船舶制造人员,船舶内装生产设计能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,根据船厂提供的舱室综合布置图进行布局优化及深化设计，生产设计和工艺节点等；绘制生产设计图以及施工图纸
demand,,353,机械维修工,船舶制造人员,港口机械设备维修管理能力,港口机电与智慧港口能力,confirmed,港口机电设备和智慧港口技术合并,负责港口机械设备的日常维修、专业点检、故障诊断、计划修理、抢修、技术指导及技术创新
demand,,359,焊接工艺主任工程师,船舶制造人员,船舶焊接工艺管理能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,8年以上海工、船舶焊接工艺管理经验；焊接工艺方案的制定/焊接工艺持续改进/重大焊接技改项目管理
demand,,364,定额核算员,船舶制造人员,船舶建造工时定额核算能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责在建船舶工程项目工时定额及核算人工费用；从事船舶建造工时核算工作5年以上工作经验
demand,,361,船舶电机员,船舶指挥和引航人员,船舶电气设备管理与维修能力,船舶电气自动化能力,confirmed,对象为船舶电气自动化系统,熟悉电气自动化、船舶发电机组、船舶配电、输电和电器设备；负责公司船舶发电、配电、输电和电器设备安全管理工作，维护设备的正常运行，开展设备维修保养
demand,,368,船舶机装高级主管设计师,船舶制造人员,船舶机械安装调试能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,负责船舶机械安装，包括各种类型的机器设备安装和调试，确保船舶机械系统的安全和可靠性
demand,,371,水工设计师（应届）,道路和水上运输工程技术人员,港口海岸及近海工程设计能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,港口、海岸及近海工程等相关专业；水工设计师（应届）
demand,,370,涂装检验主管,船舶制造人员,船舶涂装质量检验能力,船舶建造制造与质量能力,confirmed,对象为船舶建造、修造、质量与设备维护,根据合同、规格书、有关法规和图纸、设计要求、质量标准等实施涂装质量监造；掌握船舶建造工艺流程及质量标准
demand,,372,结构研发工程师,海洋工程技术人员,海工装备结构研发设计能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,负责海工领域、不限海洋油气、海缆附件领域接头盒、分支器附件、海洋装备（主次接驳盒）等的研发、设计、项目交付工作；有五年以上海工领域结构设计和附件研发管理工作经验
demand,,374,网络安全工程师,海洋工程技术人员,船舶网络安全设计能力,船舶通导与智能系统能力,confirmed,对象为船舶通导、信息化与智能绿色系统,负责根据相关船级社规范标准要求，设计整船网络安全解决方案；负责船舶网络安全项目，包括技术方案制作、图纸设计、材料统计、客户沟通、项目调试交付
demand,,379,绳网技术经理,海洋工程技术人员,海洋网箱绳网材料研发能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,建立绳网类材料研发体系，完成“材质-性能-特点-弱点-改善方向”等绳网类材料知识体系类的建设；建立相关规范，完成从材料选型到材料应用的技术支持工作
demand,,379,绳网技术经理,海洋工程技术人员,海洋网箱产品技术支撑能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,对海洋网箱类产品在产品设计、供应链管控、制造过程、产品运行等环节进行技术支持；在海洋网箱产品中应用改善先进技术方案
demand,,377,租船经纪人,道路和水上运输工程技术人员,国际干散货租船经纪能力,团队沟通国际化能力,confirmed,船舶相关沟通、英语和团队协作上收到通用沟通模块,独立或合作开展国内外散货船的租船经纪业务，负责商务谈判、合同拟定及项目推进等；熟悉船舶和VC/TCT/TC等条款细则和国际惯例，熟悉国际航运大宗干散货租船市场
demand,,377,租船经纪人,道路和水上运输工程技术人员,航运市场分析能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,跟踪航运市场行情变化，对航运市场具备一定分析能力，为推动业务发展提供相关决策建议
demand,,377,租船经纪人,道路和水上运输工程技术人员,航运客户开发维护能力,港航物流与航运业务能力,confirmed,港航物流、海运业务和运输组织合并,开发国内外船舶/航运/金融业客户，建立起一定数量的具有粘合度和信誉度的客户，定期拜访目标客户，储备客户资源，维系和巩固重点客户关系
demand,,380,控制策略工程师(J10924),海洋工程技术人员,风电场群控制算法开发能力,数字化工具与软件应用能力,confirmed,通用信息技术、软件和数字工具合并,场级控制先进控制算法开发、设计与应用；负责风电场群尾流建模、尾流控制算法研究及应用
demand,,380,控制策略工程师(J10924),海洋工程技术人员,风电场群控制系统研发能力,电子通信与自动控制能力,confirmed,电子信息、通信、测控和自动化合并,场控系统控制算法程序的日常升级、维护、测试、部署；负责场级控制系统数据采集模块、后端、前端开发，部署、调试、评估工作
demand,,383,海洋工程钢结构设计工程师,海洋工程技术人员,海上风电结构设计能力,海洋能源与海上风电工程能力,confirmed,海上风电、海洋能源和涉海能源合并,负责海上风电机组固定式结构、漂浮式浮体开展结构设计与技术研究
demand,,385,土建工程师（三亚）,海洋工程技术人员,港口与近海工程现场管理能力,海洋工程项目建设管理能力,confirmed,海洋工程建设、项目和运维管理合并,在项目工程师的指导下，开展本专业项目现场管理，做好原始记录（包括设计协调、采购招标、技术管理、场地管理、质量、成本和进度控制）
demand,,388,工程师/高级工程师（电气）,海洋工程技术人员,渔业装备电气设计能力,水产养殖渔业技术能力,confirmed,水产养殖、病害、育种和渔业技术合并,负责渔业装备方案设计、基础设计、详细设计电气图纸绘制及相关技术文件编制；与船东，船检，设备供应商沟通，准备电气设备订货技术协议谈判和编制
demand,,392,操作培训生-计划,道路和水上运输工程技术人员,码头生产计划管理能力,港口航道水运工程能力,confirmed,港口航道、水运与近海工程合并,根据码头生产运营情况，合理有效的安排船舶靠离泊计划、装卸计划、堆场规划等生产计划，并跟踪监控各项生产计划的落实执行
demand,,397,客户经理（辽宁）(J11405),测绘和地理信息工程技术人员,测绘地理信息市场开拓能力,海洋调查观测测绘能力,confirmed,海洋调查、观测、采样和测绘合并,制定市场开发计划，完成客户意向开发目标；维系客户商务关系，制作并推荐公司产品和方案信息
demand,,389,水下信息设备结构技术负责人,海洋工程技术人员,水下信息设备结构研制能力,海洋工程装备设计制造能力,confirmed,海洋工程装备、结构和系统设计制造合并,开展水下信息设备结构产品的指标论证，完成仿真计算，经迭代优化后确定技术路线；组织结构、工艺等相关专业技术人员开展样品研制工作，并完成测试和试验验证
demand,,404,软件二次开发,海洋工程技术人员,船舶设计软件二次开发能力,船舶通导与智能系统能力,confirmed,对象为船舶通导、信息化与智能绿色系统,在指导下进行tribon、AM、CAD等软件的二次开发；对船舶生产设计项目进行配置与维护
